date,amount,category,description
2025-12-03,28.98,Subscriptions,YouTube Premium
2025-12-03,159.56,Utilities,AT&T phone plan
2025-12-03,117.11,Groceries,Walmart grocery purchase
2025-12-04,1924.15,Rent,Housing lease payment
2025-12-04,48.73,Dining,McDonald's meal
2025-12-04,76.61,Groceries,Kroger weekly shopping
2025-12-04,78.18,Entertainment,Concert admission
2025-12-04,152.57,Shopping,Apple Store accessory
2025-12-04,356.53,Healthcare,Eye exam appointment
2025-12-04,30.15,Dining,Chipotle lunch
2025-12-04,-5421.27,Salary,Monthly salary deposit
2025-12-04,83.1,Dining,Taco Bell late night
2025-12-05,58.33,Dining,Taco Bell late night
2025-12-05,100.19,Dining,Local cafe breakfast
2025-12-05,31.87,Dining,Thai food takeout
2025-12-06,57.61,Entertainment,Comedy show tickets
2025-12-06,171.26,Shopping,IKEA furniture
2025-12-07,41.08,Subscriptions,Disney+ subscription
2025-12-07,187.3,Utilities,Water utility bill
2025-12-08,84.13,Groceries,Costco bulk buy
2025-12-08,25.55,Subscriptions,Amazon Prime renewal
2025-12-08,52.28,Dining,Sushi restaurant
2025-12-09,293.98,Healthcare,Eye exam appointment
2025-12-10,25.76,Dining,Chipotle lunch
2025-12-10,33.69,Subscriptions,Hulu streaming service
2025-12-10,138.52,Shopping,Zara clothing
2025-12-10,76.33,Transportation,Oil change service
2025-12-11,84.54,Groceries,Whole Foods Market
2025-12-11,55.15,Groceries,Trader Joe's groceries
2025-12-11,37.26,Transportation,Uber ride
2025-12-11,47.03,Transportation,Subway fare
2025-12-12,24.89,Subscriptions,Disney+ subscription
2025-12-13,26.18,Transportation,Gas station fill-up
2025-12-13,235.35,Shopping,Best Buy electronics
2025-12-14,28.59,Transportation,Lyft trip
2025-12-14,58.75,Transportation,Uber ride
2025-12-15,14.45,Dining,McDonald's meal
2025-12-16,46.36,Dining,Thai food takeout
2025-12-16,48.42,Dining,Panda Express
2025-12-17,101.24,Groceries,Target grocery run
2025-12-17,76.68,Dining,Panda Express
2025-12-17,92.66,Groceries,Safeway essentials
2025-12-17,144.41,Shopping,Etsy handmade item
2025-12-17,73.35,Groceries,Fresh produce market
2025-12-18,83.47,Transportation,Parking garage fee
2025-12-18,68.37,Dining,Local cafe breakfast
2025-12-18,67.44,Entertainment,Arcade gaming
2025-12-18,217.27,Utilities,Phone bill
2025-12-18,37.08,Subscriptions,Hulu streaming service
2025-12-18,123.09,Groceries,Local farmer's market
2025-12-18,69.24,Entertainment,Arcade gaming
2025-12-19,55.39,Dining,Local cafe breakfast
2025-12-19,61.81,Transportation,Subway fare
2025-12-19,24.16,Dining,Starbucks coffee
2025-12-20,47.52,Transportation,Bus pass monthly
2025-12-20,112.18,Groceries,Trader Joe's groceries
2025-12-20,52.0,Transportation,Uber ride
2025-12-20,161.0,Groceries,Walmart grocery purchase
2025-12-20,44.53,Transportation,Train ticket
2025-12-21,133.6,Groceries,Trader Joe's groceries
2025-12-21,67.17,Transportation,Oil change service
2025-12-21,180.3,Utilities,AT&T phone plan
2025-12-21,36.33,Dining,Burger King drive-thru
2025-12-21,28.17,Transportation,Oil change service
2025-12-21,124.65,Entertainment,Comedy show tickets
2025-12-22,216.06,Shopping,Apple Store accessory
2025-12-22,58.78,Shopping,Nordstrom apparel
2025-12-22,47.36,Dining,Chipotle lunch
2025-12-22,169.31,Groceries,Kroger weekly shopping
2025-12-23,164.6,Shopping,Apple Store accessory
2025-12-23,78.52,Transportation,Toll road charge
2025-12-23,23.89,Dining,McDonald's meal
2025-12-23,38.52,Dining,Pizza Hut delivery
2025-12-23,59.13,Subscriptions,Gym membership fee
2025-12-24,129.01,Shopping,Nike online purchase
2025-12-24,26.74,Dining,Taco Bell late night
2025-12-24,121.33,Groceries,Costco bulk buy
2025-12-24,117.49,Groceries,Target grocery run
2025-12-24,88.76,Entertainment,Comedy show tickets
2025-12-25,92.88,Shopping,Nordstrom apparel
2025-12-25,51.32,Dining,Taco Bell late night
2025-12-25,43.64,Entertainment,Concert admission
2025-12-25,74.39,Transportation,Gas station fill-up
2025-12-26,83.52,Transportation,Parking garage fee
2025-12-26,34.46,Dining,Local cafe breakfast
2025-12-26,25.91,Dining,Domino's pizza order
2025-12-27,61.52,Dining,Starbucks coffee
2025-12-28,55.22,Dining,Olive Garden dinner
2025-12-28,116.36,Groceries,Trader Joe's groceries
2025-12-28,63.94,Entertainment,Theme park tickets
2025-12-28,207.07,Healthcare,Walgreens prescription
2025-12-29,50.13,Dining,Burger King drive-thru
2025-12-30,68.39,Dining,Local cafe breakfast
2025-12-30,215.33,Shopping,Zara clothing
2025-12-30,108.38,Entertainment,Streaming movie rental
2025-12-31,65.96,Transportation,Train ticket
2025-12-31,37.73,Dining,Chipotle lunch
2025-12-31,123.77,Shopping,Etsy handmade item
2025-12-31,89.46,Groceries,Kroger weekly shopping
2026-01-01,76.52,Groceries,Safeway essentials
2026-01-01,57.67,Shopping,Amazon order
2026-01-01,404.09,Healthcare,CVS pharmacy
2026-01-01,108.72,Groceries,Target grocery run
2026-01-02,45.41,Transportation,Gas station fill-up
2026-01-02,26.33,Transportation,Parking garage fee
2026-01-02,89.16,Dining,Panda Express
2026-01-03,48.34,Groceries,Local farmer's market
2026-01-03,186.86,Groceries,Aldi supermarket
2026-01-03,108.38,Entertainment,Video game purchase
2026-01-03,31.27,Dining,Local cafe breakfast
2026-01-03,87.67,Shopping,Amazon order
2026-01-03,24.2,Dining,Thai food takeout
2026-01-03,117.11,Groceries,Costco bulk buy
2026-01-03,75.74,Groceries,Safeway essentials
2026-01-03,71.14,Utilities,Electricity monthly charge
2026-01-04,1272.56,Rent,Housing lease payment
2026-01-04,-3480.72,Salary,Paycheck direct deposit
2026-01-05,88.9,Groceries,Trader Joe's groceries
2026-01-05,130.1,Groceries,Fresh produce market
2026-01-05,25.15,Subscriptions,Netflix monthly subscription
2026-01-05,67.3,Dining,Taco Bell late night
2026-01-05,68.32,Transportation,Toll road charge
2026-01-06,103.54,Utilities,Electricity monthly charge
2026-01-06,129.81,Groceries,Costco bulk buy
2026-01-07,88.42,Dining,Starbucks coffee
2026-01-07,83.36,Shopping,Home Depot supplies
2026-01-07,20.19,Subscriptions,Hulu streaming service
2026-01-09,47.31,Subscriptions,Netflix monthly subscription
2026-01-11,111.15,Dining,Domino's pizza order
2026-01-11,82.74,Dining,Sushi restaurant
2026-01-12,83.45,Transportation,Oil change service
2026-01-12,57.81,Utilities,Comcast internet
2026-01-12,12.16,Subscriptions,Adobe Creative Cloud
2026-01-12,87.45,Groceries,Safeway essentials
2026-01-13,202.42,Healthcare,Dental checkup
2026-01-14,47.8,Transportation,Car wash service
2026-01-14,163.2,Subscriptions,UNUSUAL: Amazon Prime renewal
2026-01-14,88.5,Transportation,Gas station fill-up
2026-01-15,55.12,Dining,Chipotle lunch
2026-01-15,87.12,Dining,Panda Express
2026-01-15,158.37,Groceries,Trader Joe's groceries
2026-01-15,35.91,Dining,Chipotle lunch
2026-01-15,31.07,Dining,Starbucks coffee
2026-01-15,45.43,Groceries,Fresh produce market
2026-01-15,33.6,Subscriptions,Netflix monthly subscription
2026-01-15,41.59,Dining,Panda Express
2026-01-16,63.93,Transportation,Oil change service
2026-01-16,83.93,Entertainment,Bowling alley
2026-01-16,43.61,Dining,McDonald's meal
2026-01-17,84.47,Transportation,Train ticket
2026-01-17,18.48,Dining,Sushi restaurant
2026-01-17,282.81,Shopping,Target household items
2026-01-18,47.11,Dining,Thai food takeout
2026-01-18,114.54,Shopping,Zara clothing
2026-01-19,58.24,Subscriptions,Adobe Creative Cloud
2026-01-19,38.23,Transportation,Subway fare
2026-01-19,79.93,Dining,Local cafe breakfast
2026-01-19,83.31,Groceries,Fresh produce market
2026-01-19,179.48,Shopping,Zara clothing
2026-01-19,35.02,Transportation,Lyft trip
2026-01-20,156.46,Groceries,Whole Foods Market
2026-01-20,149.2,Shopping,Amazon order
2026-01-20,73.02,Groceries,Fresh produce market
2026-01-20,222.64,Healthcare,Lab work fees
2026-01-20,66.92,Entertainment,Video game purchase
2026-01-20,40.47,Transportation,Subway fare
2026-01-21,102.96,Transportation,Oil change service
2026-01-22,49.39,Dining,Chipotle lunch
2026-01-22,38.49,Dining,Domino's pizza order
2026-01-22,240.28,Healthcare,Dental checkup
2026-01-23,28.28,Subscriptions,YouTube Premium
2026-01-24,207.33,Groceries,Kroger weekly shopping
2026-01-24,26.15,Dining,Thai food takeout
2026-01-24,35.51,Transportation,Bus pass monthly
2026-01-24,77.5,Utilities,AT&T phone plan
2026-01-25,69.34,Groceries,Whole Foods Market
2026-01-25,83.14,Entertainment,Arcade gaming
2026-01-25,115.84,Groceries,Safeway essentials
2026-01-25,86.62,Groceries,Whole Foods Market
2026-01-25,67.94,Dining,Olive Garden dinner
2026-01-25,34.38,Dining,Pizza Hut delivery
2026-01-25,103.1,Transportation,Car wash service
2026-01-26,47.15,Transportation,Lyft trip
2026-01-26,248.42,Healthcare,Eye exam appointment
2026-01-27,104.84,Groceries,Safeway essentials
2026-01-27,73.68,Dining,Domino's pizza order
2026-01-27,53.78,Dining,McDonald's meal
2026-01-27,182.08,Groceries,Whole Foods Market
2026-01-28,131.2,Groceries,Kroger weekly shopping
2026-01-29,24.83,Subscriptions,Amazon Prime renewal
2026-01-29,48.82,Dining,McDonald's meal
2026-01-29,162.8,Groceries,Kroger weekly shopping
2026-01-30,70.69,Entertainment,Comedy show tickets
2026-01-30,104.7,Groceries,Trader Joe's groceries
2026-01-30,26.49,Transportation,Parking garage fee
2026-01-30,214.88,Healthcare,CVS pharmacy
2026-01-31,57.77,Dining,Thai food takeout
2026-01-31,73.09,Transportation,Uber ride
2026-01-31,31.37,Dining,Thai food takeout
2026-02-01,40.46,Transportation,Lyft trip
2026-02-01,18.81,Subscriptions,Gym membership fee
2026-02-01,102.02,Entertainment,Bowling alley
2026-02-01,116.5,Groceries,Whole Foods Market
2026-02-01,51.17,Transportation,Lyft trip
2026-02-01,145.87,Shopping,Amazon order
2026-02-02,49.09,Groceries,Safeway essentials
2026-02-02,24.98,Dining,Pizza Hut delivery
2026-02-02,79.04,Dining,Sushi restaurant
2026-02-02,52.01,Dining,Local cafe breakfast
2026-02-03,165.67,Shopping,Best Buy electronics
2026-02-03,32.59,Subscriptions,Spotify premium
2026-02-03,30.48,Dining,McDonald's meal
2026-02-03,154.24,Shopping,Zara clothing
2026-02-04,312.8,Shopping,Nike online purchase
2026-02-04,1253.86,Rent,Monthly apartment rent
2026-02-04,69.85,Transportation,Subway fare
2026-02-04,44.49,Dining,Sushi restaurant
2026-02-05,124.22,Groceries,Whole Foods Market
2026-02-05,249.18,Healthcare,Eye exam appointment
2026-02-05,14.95,Subscriptions,Microsoft 365 subscription
2026-02-05,210.1,Shopping,Nike online purchase
2026-02-06,47.14,Transportation,Train ticket
2026-02-06,-4539.91,Salary,Paycheck direct deposit
2026-02-06,62.69,Groceries,Target grocery run
2026-02-06,89.28,Utilities,Electric bill payment
2026-02-06,32.49,Dining,Local cafe breakfast
2026-02-06,57.84,Transportation,Lyft trip
2026-02-07,59.46,Transportation,Uber ride
2026-02-07,26.43,Subscriptions,Adobe Creative Cloud
2026-02-08,35.14,Subscriptions,iCloud storage plan
2026-02-09,35.42,Subscriptions,Netflix monthly subscription
2026-02-09,58.72,Transportation,Gas station fill-up
2026-02-09,45.72,Entertainment,Bowling alley
2026-02-09,460.12,Shopping,Home Depot supplies
2026-02-09,320.03,Shopping,Nike online purchase
2026-02-10,44.22,Dining,Burger King drive-thru
2026-02-10,99.76,Dining,Olive Garden dinner
2026-02-10,102.22,Groceries,Trader Joe's groceries
2026-02-11,34.42,Subscriptions,Spotify premium
2026-02-11,91.56,Groceries,Target grocery run
2026-02-11,164.23,Utilities,Gas company payment
2026-02-12,71.05,Groceries,Aldi supermarket
2026-02-12,141.62,Shopping,Home Depot supplies
2026-02-13,295.77,Healthcare,Pharmacy prescription
2026-02-13,63.77,Dining,Burger King drive-thru
2026-02-13,155.09,Groceries,Trader Joe's groceries
2026-02-13,54.35,Transportation,Parking garage fee
2026-02-14,100.11,Transportation,Subway fare
2026-02-14,71.93,Transportation,Train ticket
2026-02-14,184.96,Utilities,Water utility bill
2026-02-14,41.87,Dining,Sushi restaurant
2026-02-15,85.35,Groceries,Local farmer's market
2026-02-15,31.96,Dining,Local cafe breakfast
2026-02-16,110.77,Entertainment,Museum admission
2026-02-16,97.48,Entertainment,Bowling alley
2026-02-16,45.19,Transportation,Car wash service
2026-02-16,297.91,Shopping,Best Buy electronics
2026-02-16,442.56,Healthcare,CVS pharmacy
2026-02-17,37.49,Subscriptions,Gym membership fee
2026-02-17,144.6,Entertainment,Comedy show tickets
2026-02-17,30.9,Dining,Starbucks coffee
2026-02-17,228.14,Groceries,Aldi supermarket
2026-02-18,57.7,Entertainment,Arcade gaming
2026-02-18,51.02,Dining,Thai food takeout
2026-02-18,83.19,Entertainment,Streaming movie rental
2026-02-19,24.38,Dining,Pizza Hut delivery
2026-02-20,27.79,Dining,Sushi restaurant
2026-02-20,40.07,Dining,Taco Bell late night
2026-02-20,26.47,Dining,Domino's pizza order
2026-02-21,42.67,Dining,Panda Express
2026-02-22,102.76,Utilities,Water utility bill
2026-02-23,156.15,Shopping,Target household items
2026-02-23,121.26,Utilities,Internet service bill
2026-02-23,127.71,Shopping,Amazon order
2026-02-24,134.08,Shopping,IKEA furniture
2026-02-24,32.22,Subscriptions,Microsoft 365 subscription
2026-02-24,109.59,Groceries,Kroger weekly shopping
2026-02-25,64.05,Groceries,Whole Foods Market
2026-02-25,195.96,Utilities,Phone bill
2026-02-25,118.57,Groceries,Whole Foods Market
2026-02-26,261.44,Healthcare,Health insurance copay
2026-02-26,110.62,Groceries,Fresh produce market
2026-02-28,37.87,Dining,Thai food takeout
2026-02-28,310.38,Shopping,Zara clothing
2026-02-28,68.05,Groceries,Safeway essentials
2026-03-01,125.87,Groceries,Target grocery run
2026-03-01,176.96,Groceries,Local farmer's market
2026-03-01,58.32,Dining,Local cafe breakfast
2026-03-01,24.2,Dining,Olive Garden dinner
2026-03-01,203.6,Shopping,Amazon order
2026-03-02,37.21,Transportation,Toll road charge
2026-03-03,124.73,Transportation,Toll road charge
2026-03-03,34.64,Dining,Sushi restaurant
2026-03-03,155.33,Shopping,Zara clothing
2026-03-04,1585.84,Rent,Housing lease payment
2026-03-04,28.01,Transportation,Parking garage fee
2026-03-04,94.84,Entertainment,Museum admission
2026-03-05,93.4,Groceries,Kroger weekly shopping
2026-03-05,37.74,Transportation,Lyft trip
2026-03-05,45.55,Dining,Chipotle lunch
2026-03-06,62.8,Transportation,Subway fare
2026-03-06,270.38,Healthcare,Eye exam appointment
2026-03-06,18.54,Dining,Pizza Hut delivery
2026-03-07,31.36,Subscriptions,Disney+ subscription
2026-03-07,200.8,Shopping,Etsy handmade item
2026-03-07,41.7,Transportation,Oil change service
2026-03-07,246.01,Utilities,Electricity monthly charge
2026-03-08,36.29,Transportation,Parking garage fee
2026-03-08,79.28,Transportation,Lyft trip
2026-03-08,14.46,Subscriptions,Adobe Creative Cloud
2026-03-08,57.21,Dining,Panda Express
2026-03-08,227.74,Groceries,Kroger weekly shopping
2026-03-08,-2878.46,Salary,Bi-weekly paycheck
2026-03-08,105.2,Utilities,Electric bill payment
2026-03-08,57.87,Dining,Starbucks coffee
2026-03-08,110.73,Groceries,Safeway essentials
2026-03-08,94.52,Groceries,Kroger weekly shopping
2026-03-09,157.2,Shopping,Nordstrom apparel
2026-03-10,146.0,Entertainment,Museum admission
2026-03-10,126.24,Groceries,Fresh produce market
2026-03-10,109.37,Entertainment,Concert admission
2026-03-10,28.59,Subscriptions,Hulu streaming service
2026-03-11,22.02,Subscriptions,Microsoft 365 subscription
2026-03-11,122.78,Groceries,Walmart grocery purchase
2026-03-11,65.97,Transportation,Toll road charge
2026-03-11,25.8,Dining,Chipotle lunch
2026-03-12,32.21,Dining,Thai food takeout
2026-03-12,137.91,Groceries,Costco bulk buy
2026-03-12,51.34,Dining,Burger King drive-thru
2026-03-12,32.75,Dining,Panda Express
2026-03-12,52.19,Dining,Chipotle lunch
2026-03-13,49.56,Dining,Olive Garden dinner
2026-03-14,29.42,Dining,Thai food takeout
2026-03-14,104.52,Groceries,Whole Foods Market
2026-03-14,86.97,Groceries,Safeway essentials
2026-03-14,45.57,Dining,Chipotle lunch
2026-03-15,263.57,Healthcare,Pharmacy prescription
2026-03-15,13.03,Subscriptions,Microsoft 365 subscription
2026-03-15,53.78,Transportation,Bus pass monthly
2026-03-16,120.04,Utilities,Water utility bill
2026-03-16,78.36,Groceries,Fresh produce market
2026-03-17,27.12,Subscriptions,Netflix monthly subscription
2026-03-17,48.07,Dining,Chipotle lunch
2026-03-17,34.44,Dining,Taco Bell late night
2026-03-17,52.37,Dining,Olive Garden dinner
2026-03-17,39.98,Transportation,Oil change service
2026-03-17,48.72,Transportation,Parking garage fee
2026-03-17,26.96,Subscriptions,Adobe Creative Cloud
2026-03-18,26.35,Subscriptions,Disney+ subscription
2026-03-18,37.37,Dining,Local cafe breakfast
2026-03-19,89.33,Shopping,Nordstrom apparel
2026-03-19,188.15,Groceries,Trader Joe's groceries
2026-03-20,36.49,Transportation,Train ticket
2026-03-20,47.1,Subscriptions,Hulu streaming service
2026-03-20,107.95,Shopping,Nordstrom apparel
2026-03-20,192.65,Shopping,Nike online purchase
2026-03-20,82.06,Dining,Domino's pizza order
2026-03-21,43.21,Transportation,Subway fare
2026-03-22,116.29,Shopping,Best Buy electronics
2026-03-22,87.41,Groceries,Safeway essentials
2026-03-23,43.27,Transportation,Oil change service
2026-03-23,45.88,Dining,Chipotle lunch
2026-03-24,62.34,Transportation,Train ticket
2026-03-24,171.19,Groceries,Costco bulk buy
2026-03-24,84.58,Groceries,Kroger weekly shopping
2026-03-25,92.85,Utilities,Water utility bill
2026-03-25,21.41,Subscriptions,Adobe Creative Cloud
2026-03-26,112.89,Shopping,Best Buy electronics
2026-03-26,33.79,Subscriptions,Gym membership fee
2026-03-26,27.8,Subscriptions,Disney+ subscription
2026-03-26,35.5,Transportation,Bus pass monthly
2026-03-26,90.85,Groceries,Trader Joe's groceries
2026-03-26,27.89,Dining,McDonald's meal
2026-03-26,80.84,Entertainment,Comedy show tickets
2026-03-26,46.18,Dining,Chipotle lunch
2026-03-27,51.07,Dining,Pizza Hut delivery
2026-03-27,468.45,Healthcare,Walgreens prescription
2026-03-27,53.47,Transportation,Bus pass monthly
2026-03-28,60.56,Transportation,Oil change service
2026-03-28,46.8,Subscriptions,Gym membership fee
2026-03-28,43.76,Dining,Burger King drive-thru
2026-03-29,35.49,Transportation,Oil change service
2026-03-29,33.73,Transportation,Train ticket
2026-03-29,70.87,Dining,Pizza Hut delivery
2026-03-29,87.79,Entertainment,Escape room experience
2026-03-29,132.03,Groceries,Aldi supermarket
2026-03-29,96.69,Entertainment,Arcade gaming
2026-03-30,48.47,Dining,Thai food takeout
2026-03-30,144.98,Shopping,Nordstrom apparel
2026-03-30,55.02,Transportation,Oil change service
2026-03-31,44.47,Dining,Thai food takeout
2026-03-31,41.68,Transportation,Parking garage fee
2026-03-31,50.48,Dining,Pizza Hut delivery
2026-03-31,64.22,Dining,Chipotle lunch
2026-03-31,38.83,Transportation,Toll road charge
2026-03-31,40.69,Dining,Olive Garden dinner
2026-03-31,43.85,Entertainment,Bowling alley
2026-04-01,23.93,Dining,Burger King drive-thru
2026-04-02,168.14,Shopping,Home Depot supplies
2026-04-02,223.54,Shopping,IKEA furniture
2026-04-02,156.86,Shopping,Zara clothing
2026-04-02,23.55,Subscriptions,Gym membership fee
